"Text","Difficulty"
"Or, le Code du travail stipule que pour pouvoir bénéficier d'un congé sabbatique, le salarié doit remplir une double condition d'ancienneté de trente-six mois, consécutifs ou non, dans l'entreprise et six années d'activité professionnelle antérieure.","C1"
"Par un courrier du 2 février, vous me faites part de votre refus au motif que je ne remplirais pas les conditions d'ancienneté requises pour ce type de congé.","C1"
"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants.","C1"
"Pourquoi laisser à la portée de celui ou relie a qui lion a juré fidélité les preuves du mensonge alors qu'if est si facile de les faire disparaître.","C1"
"S'ils ont des motifs de croire qu'un enlèvement d'enfant ou autre acte criminel est sur le point d'être commis, les agents des doueanes ont des pouvoirs similaires à ceux des policiers.","C1"
"s'ils ont la garde légale de leur progéniture, ils doivents absolument montrer les papiers légaux de garde.","C1"
"Selon l'une des nombreuses données statistiques auxquelles nous avons accès aujourd'hui, nombre d'entre nous fouillent dans le portable de leur partenaire pour y dénicher des preuves d'infidélité.","C1"
"Si elle me parle, c'est qu'elle a des choses à dire, il faut que je l'écoute.","C1"
"Si l'agent doute de la sécurité de l'enfant, il peut également poser des questions additionnelles, explique Nicole Barsalou, porte-parole de l'Agence.","C1"
"Si t'as trouvé le vidéo le fun, pense à aimer notre chaine YouTube et notre page Facebook.","C1"
"Sur le fond, il enclenche une politique progressiste 
.","C1"
"Tout d'abord, d'où vient ce fameux accent québécois.","C1"
"Une huitième édition dominée par le duel au sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante-sept jours de haute tension qui se terminent aujourd'hui.","C1"
"33° à l'ombre, et 80% d'humidité, aujourd'hui, c'est au ceur du jardin tropical de Valombreuse que nous vous proposons de découvrir l'une des spécialités culinaires les plus consommées aux Antilles : les accras de morue.","C1"
"De délicieux petits beignets tendres et croustillants à la fois, une recette idéale pour voyager sous le soleil des tropiques.","C1"
"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle.","C1"
"J'ai toujours été très déçu par la texture des accras qu'on me proposait car on avait quelque chose souvent de gras, de spongieux, de pas très très agréable en bouche et surtout avec trop peu de morue à mon goût.","C1"
"J'adore la morue, et pour moi, l'accra de morue c'est les accras avec de la morue dedans.","C1"
"Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique.","C1"
"Après 22 ans de vie parisienne, cet ancien designer-graphiste a décidé de se consacrer à sa passion de toujours : la cuisine.","C1"
"J'ai été effectivement formaté, on va dire, depuis tout petit par d'abord ma grand-mère qui était une vraiment une fine cuisinière, d'origine saintoise.","C1"
"Elle a transmis effectivement, ben, ce savoir à ma maman.","C1"
"Moi, tout naturellement, depuis l'âge de 13 ans, je l'ai quand même pas mal piratée.","C1"
"J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats.","C1"
"dès qu'elle avait le dos tourné, je soulevais le capot et j'en mangeais une partie.","C1"
"Ça a développé je pense instinctivement et naturellement ma créativité en cuisine.","C1"
"Dans ce dialogue qui met aux prises Socrate et Calliclès, ce dernier défend le droit au désir, comme un droit à être puissant, autrement dit à être capable de mettre les forces de son énergie et de son intelligence au service des passions, pour leur donner la plus grande ampleur possible.","C2"
"En effet, nous avons tous déjà vécu une situation où les mobiles ou motifs en faveur d’un acte ou d’un autre étaient si équivalents, ou aussi contraignants l’un que l’autre, que nous nous sommes retrouvés incapables de faire un choix.","C2"
"Le lien entre l’acteur et l’acte commis est inexistant.","C2"
"On définit une contrainte comme étant est une chose imposée par l’extérieur contre la volonté d’un individu 
.","C2"
"On peut donc se demander est-ce que l’Homme est contraint ou obligé de travailler.","C2"
"Or ce qui permet à l’homme d’échapper à la situation absurde de l’âne mourant de faim et de soif entre une botte de foin et un seau d’eau, c’est qu’il dispose de cette liberté d’indifférence, c’est-à-dire de cette liberté par laquelle notre volonté a le pouvoir de choisir spontanément et de sa propre initiative.","C2"
"Or, il faut bien différencier une contrainte d’une obligation, qui elle est une activité que l’individu s’impose lui-même librement 
.","C2"
"Par définition, le travail est une activité de transformation de la nature qui a pour effet de transformer l’Homme lui-même 
.","C2"
"Pour Blaise Pascal, c’est un divertissement qui occupe une grande partie de la vie des Hommes et qui permet de masquer les problèmes essentiels de l’existence humaine 
.","C2"
"Il s’agit en effet d’une action qui est infligée à l’Homme par des individus qui lui sont supérieurs.","C2"
"Ce philosophe pense qu’à partir du moment où l’Homme sort de ce genre de société, alors le travail aliéné se termine et la vocation commence.","C2"
"Dans ces deux exemples, le travail est infligé aux êtres humains par des créatures divines qui leur sont supérieures, mais c’est aussi le seul moyen que les Hommes ont pour survivre.","C2"
"En effet, dans la religion chrétienne, la Bible présente tout d’abord l’Homme dans la Genèse à l’état de nature, comme un être vivant dans le jardin d’Eden, où il n’a pas besoin de travailler pour vivre car ce jardin lui offre naturellement de quoi exister agréablement.","C2"
"66 % des sympa-thisants de gauche y sont favorables contre 82 % des sympathisants de droite.","C2"
"A cette vie désordonnée, Platon oppose une vie guidée par la raison, incarnée par la sagesse socratique.","C2"
"A l’époque actuelle, le désir réside dans la consommation d’objets de plus en plus sophistiqués et qui reflètent la nouveauté.","C2"
"À Paris, première ville touristique au monde, sur le parvis de Notre-Darne, la file des touristes s'allonge alors qu'un seul guichet est ouvert.","C2"
"Ainsi, pour Kant, pour que l’homme soit moral, il faut qu’il soit libre, car s’il était forcé par une nature intelligible à la bonté, à la justice et à l’altruisme, il ne serait qu’un automate spirituel et s’il était forcé par sa nature sensible à l’égoïsme, il ne serait qu’un mécanisme matériel.","C2"
"André Gide, dans Les Caves du Vatican, cherche à illustrer la possibilité pour un être humain de réaliser un acte gratuit, c’est-à-dire un acte accompli sans raison, par le seul effet de sa liberté.","C2"
"Au début, l’Homme est un être naturel comme les animaux, or il est aussi naturellement démuni face aux autres car le frère de Prométhée, Epiméthée, omet de le doter d’une capacité qui lui permettrait de survivre.","C2"
"Autrement dit, peut-on se contenter du sentiment de notre liberté pour en déduire son existence certaine.","C2"
"Autrement dit, tout homme, lorsqu’il porte un regard réflexif sur lui-même, se juge spontanément libre, c’est-à-dire en mesure d’agir simplement en fonction de sa volonté.","C2"
"Aux yeux de la justice, il est responsable car nul n'est censé ignorer la loi.","C2"
"C’est ainsi qu’au sens moral et juridique, être libre, c’est pouvoir être reconnu autonome et responsable de ses actes, de ses choix, à la fois devant soi-même et devant la société à laquelle on appartient.","C2"
"C’est ainsi que Calliclès préfère les « tonneaux qui fuient » puisque « ce qui fait l’agrément de la vie, c’est de verser le plus possible ».","C2"
"C’est ainsi que dans la première note de la préface à la Critique de la raison pratique, Kant affirme que la liberté est la condition de possibilité et l’essence (la ratio essendi) de la vie morale de l’homme, comme la vie morale de l’homme est ce par quoi l’homme connaît la réalité de sa liberté (elle en est la ratio cognoscendi).","C2"
"C’est ainsi que dans la troisième partie de l’Ethique, dans la section intitulée De l’origine et de la nature des affections, Spinoza rejette totalement l’idée selon laquelle l’homme occuperait une place privilégiée au sein de la nature.","C2"
"C’est ainsi que Spinoza ne fait pas consister la liberté, dans la lettre à Schuller, dans un libre décret mais dans une libre nécessité ou dans la nécessité bien comprise : « j’appelle libre, quant à moi, une chose qui est et agit par la seule nécessité de sa nature ».","C2"
"C’est d’ailleurs cette activité qui est la cause de l’aliénation des travailleurs, c’est-à-dire que les ouvriers ne sont plus considérés comme des Hommes mais uniquement comme une force de travail utilisée par la société pour produire des richesses.","C2"
"C’est dans sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l’illusion du libre arbitre.","C2"
"C’est-à-dire que le travail devrait être une vocation, un plaisir qui est réalisé uniquement pour lui et non pas pour le salaire, comme c’est le cas dans la société capitaliste.","C2"
"Ce « protocole expérimental métaphysique » aurait donc pour objectif de prouver l’existence de la « liberté d’indifférence » proprement humaine.","C2"
"Cependant, la responsable du service nous a confirmé que les conditions d'accueil et de délivrance de vos documents administratifs mit été respectées selon les normes établies par notre ministère.","C2"
"Cette activité apparait dans la religion grecque de l’Antiquité comme un cadeau qui est toutefois imposé aux Hommes pour qu’ils puissent survivre.","C2"
"Cette illusion naturelle de l’homme a donc deux causes d’après Spinoza qui justifient que l’homme s’illusionne et qu’il ne fasse pas seulement erreur.","C2"
"Cette option ferait partie des pistes du rapport sur l'avenir des retraites qui doit être officiellement remis la semaine prochaine et sur lequel va s'appuyer le gouvernement pour sa réforme prévue d'ici la fin de l'année.","C2"
"Cette série documentaire en trois volets retrace un siècle d'histoire de la Chine en détaillant son ascension vers le statut de superpuissance.","C2"
"Cette situation d’indifférence du choix prouve donc que l’homme est doté d’un libre arbitre, c’est-à-dire d’une capacité de choisir pouvant échapper à tout déterminisme.","C2"
"Comme disait Stendhal, « la vocation, c’est le bonheur d’avoir pour métier sa passion », c’est-à-dire que dès qu’on ne travail plus pour un moyen de subsistance mais qu’on le fait par passion librement, alors le travail ne peut plus être considéré comme une contrainte.","C2"
"Comme le disait Oscar Wilde dans Le portrait de Dorian Gray, « je peux résister à tout sauf à la tentation », c’est donc nécessaire pour l’Homme de contenter ses envies.","C2"
"Comment penser les conséquences d’une authentique libération de l’homme dans ses interactions morales, sociales et politiques.","C2"
"D’après Marx, en droit le travail devrait être l’expression de l’existence de chaque être humain.","C2"
"D’après Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du désir des Hommes.","C2"
"D’autre part, il est possible de considérer que le travail n’est pas uniquement une contrainte dans la mesure où il pourrait s’agir d’une obligation, c’est-à-dire une activité que l’Homme s’imposerait librement à lui-même.","C2"
"Dans cet extrait, Dieu lie la souffrance au travail de manière puissante car il s’agit en quelque sorte d’une malédiction prononcée par cet être divin.","C2"
"Dans le langage courant, la liberté renvoie au pouvoir que possède tout homme de n’obéir qu’à lui-même, qu’à sa propre volonté, et d’agir uniquement en fonction de ses désirs, indépendamment de toute contrainte ou de toute pression extérieure.","C2"
"Dans un premier temps, nous nous demanderons si le travail n’est qu’une activité imposée par l’extérieur contre la volonté de l’Homme, puis dans un deuxième temps nous nous interrogerons sur le fait que le travail est une activité que l’être humain s’impose librement à lui-même.","C2"
"Dès lors, l’un des apports essentiels de la critique spinoziste du libre arbitre est de montrer que la croyance en l’existence du libre arbitre est la source d’aliénation de l’homme.","C2"
"Dès sa création, le travail possède cette dimension pénible et négative liée au seul fait qu’il s’agit d’une action dictée par l’extérieur et qui pèse sur l’être humain Que ce soit dans les religions monothéistes ou polythéistes le travail possède, dans les récits, la caractéristique de n’être pas naturel chez l’Homme, et donc d’être imposé par un élément externe.","C2"
"Deux New-Yorkaises trouvent ""que, même si ça vaut le coup"" il y a encore du chemin faire pour recevoir de façon efficace les visiteurs.","C2"
"Deuxièmement, Spinoza précise bien que les hommes « se vantent » d’être libre car le désir d’être libre, même illusoire, est beaucoup plus valorisant pour l’orgueil humain que l’idée d’être totalement déterminé.","C2"
"Dommage ces fils et ces poteaux qui balafrent le décor.","C2"
"Eh bien non Je ne veux plus entendre parler de lui.","C2"
"Elle tournait tant autour du pot et plus encore, que le marquis perdit patience.","C2"
"En bas, les touristes de toutes les nationalités s'impatientent au milieu des revendeurs à la sauvette.","C2"
"En conséquence, si la liberté est illusoire ou inaccessible, il semble que c’en soit fini de la responsabilité morale et juridique de tout individu, et par là même de la justice.","C2"
"En effet, à partir du moment où le travail devient une fin en soi, on ne peut plus le considérer comme une contrainte car cette activité est pratiquée par l’Homme librement pour elle-même et non pour une fin extérieure.","C2"
"En effet, il s’agit aussi d’une obligation, une fin en soi, qui lui permet en quelque sorte de s’émanciper la nature qui est en lui ainsi que de sa condition humaine.","C2"
"En effet, la technique désignant toutes les fabrications de l’Homme, elle englobe aussi le travail puisque l’être humain en est le « fabriquant ».","C2"
"En effet, le risque pour un homme comme Calliclès décidant de mener une vie intempérante et désordonnée est de devenir l’esclave de ses propres passions et désirs.","C2"
"En effet, le travail étant un des facteurs principaux qui permet à l’Homme d’améliorer son existence la perfectibilité le développe.","C2"
"En effet, le travail pourrait être qualifié uniquement de contrainte si il est imposé à l’humanité par d’autres Hommes.","C2"
"En effet, que se passe-t-il lorsqu’un individu se retrouve face à deux possibilités aussi équivalentes l’une que l’autre, lorsque rien ne puisse permettre de déterminer son choix.","C2"
"En effet, selon Spinoza, non seulement l’homme est déterminé mais cette illusion naturelle du libre arbitre nous déterminent à ne pas savoir que nous sommes déterminés, et ainsi à l’être d’autant plus sûrement.","C2"
"En effet, si le travail est une vocation pour l’Homme qui le réalise, alors cette activité est considérée comme une fin en soi et devient donc une obligation pour l’Homme et non plus une contrainte.","C2"
"En haut des tours, il n'est pas conseillé de s'attarder trop longtemps devant le panorama parisien.","C2"
"En outre, c’est une action liée à la souffrance et qui possède une dimension fortement négative
.","C2"
"En revanche, s’il n’y avait pas de liberté, la loi morale ne saurait nullement être rencontrée en nous ».","C2"
"Enfin, le travail pourrait être déterminé comme une obligation si c’est une fin en soi.","C2"
"Est-il dès lors possible de reconstruire une approche de la liberté qui soit accessible à l’homme.","C2"
"Est-il donc possible de faire une expérience de notre liberté qui puisse justifier ce sentiment.","C2"
"Et Kant ajoute pour préciser : « (…) si la loi morale n’était pas d’abord clairement conçue dans notre raison, nous ne nous croirions jamais autorisés à admettre une chose telle que la liberté (…).","C2"
"Être libre, c’est apprendre à se libérer des passions.","C2"
"Être libre, c’est être responsable de ses actes.","C2"
"Ici, le travail est un châtiment divin, imposé par Dieu aux Hommes pour les punir de leur désobéissance.","C2"
"Il est primordial que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce pays.","C2"
"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l’humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs.","C2"
"Il nous faut donc tirer les enseignements de la critique spinoziste du libre arbitre et reconnaîtreque l’idée d’une liberté spontanée ou d’un sentiment immédiat de liberté n’est plus tenable.","C2"
"Il offre des points de vue qui donnent envie de se précipiter sur des pinceaux et de mettre de la couleur partout.","C2"
"Je ne compte pas le nombre de miracles qu'il nous aura fallu pour être ici devant lui.","C2"
"Je ne vois nul signe d'épidémie, répondit le marquis.","C2"
"Je peux vous assurer que nos services, sous le territoire national, sous tous placés sous la responsabilité de notre ministère qui s'assure de la qualité des services que nous délivrons.","C2"
"Je suis un homme qui voudrait vivre une vie héroïque et rendre le monde plus supportable à ses propres yeux.","C2"
"Je vous saurais gré de bien vouloir me donner votre réponse dans les plus brefs délais.","C2"
"Jean Buridan, philosophe français du quatorzième siècle, aurait, selon la légende, conçu une expérience imaginaire afin de prouver l’existence du libre arbitre : la situation serait celle d’un animal, en l’occurrence un âne, ayant également faim et soif, et qui, placé à égale distance d’une botte de foin et d’un seau d’eau, hésite, se montre incapable de choisir, et finalement se laisse mourir.","C2"
"l défend ainsi une position philosophique déterministe suivant laquelle tous les événements sont absolument nécessaires et le sentiment que nous avons d’être libres ne serait qu’une illusion naturelle.","C2"
"L'Auberge du Presbytère nous attendait, chambre des vicaires.","C2"
"L’ « acte gratuit » est donc une notion philosophiquement problématique : la volonté de prouver sa liberté par un acte supposé sans mobile constitue, par elle-même, un mobile.","C2"
"L’enjeu de l’entrée dans la liberté authentique est donc celui du rapport à soi-même et à autrui.","C2"
"L’étymologie latine du mot travail, « tripalium », signifie « instrument de torture » 
.","C2"
"L’Homme étant un être qui recherche sans cesse la satisfaction, il ne pourra s’empêcher de céder à ses désirs.","C2"
"La liberté comme condition de l’acte éthique.","C2"
"La liberté correspondrait donc à un sentiment intérieur, à une expérience immédiate en chaque homme.","C2"
"La liberté entre alors dans le champ de la réflexion morale, sociale et politique.","C2"
"La liberté est-elle une illusion.","C2"
"La liberté humaine est-elle donc possible.","C2"
"La plupart des philosophes qui se sont prononcés en faveur de la liberté humaine, en faveur de l’existence du libre arbitre, ont accordé une grande valeur à l’expérience intime, immédiate que nous aurions, selon eux, de notre liberté : « La liberté de notre volonté, écrit Descartes (Principes de la Philosophie, I, art39), se connaît sans preuve par la seule expérience que nous en avons ».","C2"
"La première critique consistera à remarquer que Lafcadio fait reposer son passage à l’acte sur des signes extérieurs, en l’occurrence l’apparition ou la non apparition d’un feu dans la campagne.","C2"
"La sécheresse que connaît actuellement le France ne résulte pas seulement d'une météorologie défavorable mais découle aussi d'une politique de l'eau TM archaïque.","C2"
"La seconde critique consistera à remarquer que l’absence de motivations dans l’acte de Lafcadio est tout sauf évidente : l’une de ses premières motivations ne serait-elle pas le désir même de se prouver à lui-même sa liberté.","C2"
"Lafcadio prend d’ailleurs un soin tout particulier à renforcer la gratuité de son crime : il remet tout au hasard et se met à compter pour soumettre sa décision de passer à l’acte ou de ne pas passer à l’acte à l’apparition d’un feu dans la nuit.","C2"
"Lafcadio se dit en effet, et à juste titre, que s’il n’a pas de mobiles pour réaliser ce crime, il n’a donc pas de motivations.","C2"
"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase « tu travailleras à la sueur de ton front ».","C2"
"Le fait que nous nous sentions, à tort ou à raison libre, exige donc que l’on agisse comme si on était effectivement libre.","C2"
"Le marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions amphigouriques.","C2"
"Le sentiment de liberté ou la volonté de réaliser un acte non déterminé ne seraient-ils pas qu’une croyance.","C2"
"Le soleil aplatissait le chemin du Quai à grands coups de langue.","C2"
"Le travail est ici dicté par les êtres divins que sont Prométhée et Epiméthée, c’est-à-dire des Titans.","C2"
"Le travail permet en effet à l’Homme de se libérer d’aspects contraignant liés à l’existence humaine.","C2"
"Le village québécois s'appelait jadis ""la descente des femmes"".","C2"
"les dix minutes, vingt personnes sont autorisées à gravir l'escalier en colimaçon.","C2"
"Les hommes se croient libres alors qu’ils sont contraints ou déterminés par leur nature.","C2"
"Les symphonies que j'ai entendu jouer lors de ce festival étaient d'une qualité vraiment médiocre.","C2"
"n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage « seraient en bon état ».","C2"
"Ne semble-t-il pas que ce ne soit que de façon illusoire et superficielle que je fasse l’ « expérience » de ma liberté, par ignorance des déterminations qui sont pourtant en jeu.","C2"
"Néanmoins, l’existence d’êtres divins n’étant pas un fait prouvé on peut rester sceptique sur les origines du travail relatées précédemment.","C2"
"Néanmoins, pour obtenir avoir de l’argent, le travail est l’unique option que possède l’humanité et donc c’est un moyen pour l’Homme de satisfaire ses désirs.","C2"
"Notre travail a, en tout cas, cherché à démontrer que si la croyance en une liberté immédiate était illusoire, voire naïve, la critique spinoziste nous a permis d’accéder à une approche de la liberté qui puisse permettre d’en préserver l’espoir : en effet, si l’homme n’est pas libre, il lui est, en revanche, donné d’entrer dans un processus, dans une conquête assimilable à une libération par l’usage de la raison et par son entrée dans la morale et la vie sociale.","C2"
"Nous avons pu comprendre, tout au long de notre travail, la difficulté qui existe à pouvoir saisir une véritable « expérience » de la liberté et, par conséquent, la difficulté à en prouver véritablement l’existence.","C2"
"Or à prendre les choses rigoureusement, l’homme est tout aussi déterminé à se mouvoir sous l’influence de causes externes qu’une pierre qui reçoit une impulsion.","C2"
"Or l’objectif de Spinoza est bel et bien de montrer que l’homme suit les lois communes de la Nature, comme toutes les choses de ce monde.","C2"
"Or le hasard, c’est précisément ce qui est fortuit, c’est-à-dire dépourvu de toute intention consciente, donc de motivation intrinsèque.","C2"
"Or peut-on se contenter de cette expérience immédiate ou pour reprendre la formulation de Bergson, de cette « donnée immédiate de la conscience ».","C2"
"Or une telle vie, guidée par des désirs multiples, polymorphes et surtout infinis, mène nécessairement au tourment et au malheur.","C2"
"Par ailleurs, Platon, dans Protagoras, relate l’apparition de la technique, et donc du travail, chez les Hommes dans « le mythe de Prométhée ».","C2"
"Par conséquent, d’après Marx, les Hommes qui détiennent les clés des désirs de l’humanité auront en leur possession un pouvoir immense et une responsabilité d’autant plus importante.","C2"
"Par conséquent, l’entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c’est l’entrée dans une véritable autonomie et c’est pouvoir devenir responsable de ses actes et pouvoir en répondre.","C2"
"Par conséquent, pour déterminer si le travail n’a qu’un caractère contraignant on peut s’interroger sur le fait que c’est une activité qui peut être dictée aux Hommes par certains de leurs semblables.","C2"
"Par conséquent, pour que le travail ne soit plus une contrainte, il faut que l’Homme sorte du capitalisme selon Marx.","C2"
"Par exemple, un Homme qui travail uniquement pour obtenir un salaire et qui n’apprécie pas son métier va le considérer comme une lourde contrainte alors qu’un Homme qui aime son métier et qui le considère comme une vocation va prendre du plaisir à le faire pour lui et non pour le salaire et va donc le considérer comme une fin en soi, c’est-à-dire une activité qu’il choisi de faire librement autrement dit une obligation.","C2"
"Platon cherche ainsi à montrer, dans ce dialogue, l’illusion dans laquelle se trouvent les hommes comme Calliclès, qui croient qu’être libre consiste à faire ce que l’on veut, c’est-à-dire à réaliser tous ses désirs.","C2"
"Platon, dans le Gorgias, pose la question suivante : est-ce la vie de l’homme aux désirs insatiables ou celle guidée par la raison qui est la meilleure.","C2"
"Pour conclure, le travail ne peut guère être uniquement considéré comme une simple contrainte même si il est imposé à l’Homme par d’autres individus.","C2"
"Pour Descartes, cette liberté d’indifférence, bien que considérée comme « le plus bas degré de la liberté », témoigne en même temps d’un pur libre arbitre qui apparente l’homme à Dieu (Méditation quatrième).","C2"
"Pour Marx, le travail n’est donc qu’une contrainte car c’est l’unique moyen de survie qui est imposé à certains Hommes par la société.","C2"
"Pour réparer cette erreur, Prométhée offre la technique aux Hommes, ainsi que le feu.","C2"
"Pour visiter les tours de la cathédrale, il faut patienter quarante bonnes minutes le matin et près de deux heures et demie à la mi-journée.","C2"
"Premièrement, la source de l’illusion humaine du libre arbitre est l’ignorance des causes qui nous poussent à agir.","C2"
"Que je sache, on n'a annoncé ni comètes ni éclipses et nos fautes ne sont pas si grandes que Dieu doive s'occuper de nous.","C2"
"Quel droit avez-vous, vous tous, d'encombrer uns vie, de me voler mon temps, de sonder mon âme, de sucer mes pensées, de m'avoir pour compagnon, pour confident, pour bureau d'information.","C2"
"Sébastien Granet et Hélène Lavoie, la cheffe, nous ont accueillis malgré un autobus de visiteurs qui ripaillaient.","C2"
"Si bien qu’il est tout-à fait envisageable de soupçonner Lafcadio de prendre pour une absence de motifs ce qui ne serait au fond qu’une ignorance profonde des motifs de son acte.","C2"
"Si vous voulez me dire quelque chose, arrêtez ce galimatias, lança-t-il.","C2"
"Si, dans quelque moment de faiblesse, de détente, de besoin, je lâche de la vapeur-un peu de colère brûlante dont la chaleur tombe avec les mots - rêve passionné, enveloppé des langes de limage - eh bien prenez ou laissez, mais ne m'embêtez pas.","C2"
"Socrate incarne, en effet, le sage qui sait distinguer entre les désirs à poursuivre ou à ne pas poursuivre, qui sait se gouverner lui-même et qui est en mesure d’accéder à une véritable autonomie de la volonté.","C2"
"Son acte serait donc déterminé par une extériorité.","C2"
"Spinoza critique notamment Descartes qui conçoit l’homme comme « un empire dans un empire », ainsi que tous les philosophes qui croient que « l’homme trouble l’ordre de la Nature plutôt qu’il ne le suit, qu’il a sur ses propres actions un pouvoir absolu et ne tire que de lui-même sa détermination ».","C2"
"Suis-je un amuseur stipendié, dont on exige tous les soirs qu'il joue une farce intellectuelle sous vos nez imbéciles.","C2"
"Suis-je un esclave, acheté et dûment payé, pour ramper sur le ventre devant ces fainéants que vous êtes et étendre à vos pieds tout ce que je fais et tout ce que je sais.","C2"
"Suite à une série de retards, cet employé a été mis à pied pour une durée indertéminée.","C2"
"Telle est l'analyse de l'Union fédérale des consommateurs qui a demandé, mardi 9 août, en dévoilant une synthèse sur le sujet une profonde inflexion dans la gestion des ressources disponibles.","C2"
"Tout comme les comportements des animaux sont déterminés par l’instinct, leur environnement ou des déterminations biologiques, les actes et les pensées des hommes le sont eux-mêmes par de multiples facteurs à la fois internes et externes dont on ignore le plus souvent l’existence et la puissance : facteurs d’origine physiologiques, psychologiques, sociales, etc.","C2"
"Tout d’abord, on pourrait ne pas désigner le travail comme une contrainte si on considère que c’est naturel pour l’Homme de se l’imposer librement, et l’Homme n’est-il pas une créature libre.","C2"
"Tout d’abord, pourquoi ne pas considérer le travail comme une unique contrainte puisque dès son origine, cette activité est désignée comme telle.","C2"
"Tout homme se sent donc spontanément libre, tout simplement parce qu’il se croit capable de faire des choix de petite ou de grande importance, de prendre des décisions, de petite ou de grande ampleur.","C2"
"Toutefois, le seul moyen d’assouvir ses envies de nos jours est de posséder de l’argent.","C2"
"Trois français sur quatre sert favorables à ce que les pensions des fonctionnaires soient calculées sur les salaires des dix dernières années et non plus des six derniers mois comme aujourd'hui, contre 25 dans le privé.","C2"
"Un crime immotivé, quel embarras pour la police.","C2"
"Un revenu devient donc une nécessité pour que l’Homme puisse accéder à la satisfaction d’avoir comblé ses désirs.","C2"
"Une épidémie de rage nous menace, dit Sagunta, et je suis la seule à posséder les pains de Saint-Hubert, patron des chasseurs et guérisseur des enragés.","C2"
"Une large majorité de français est favorable à la modification du calcul de la retraite des fonctionnaires dans le cadre de la réforme en préparation, selon un sondage publié vendredi.","C2"
"Vous souffrîtes du froid intense de l’hiver qui s'engoufrait dans les avenues bondées de passants empressés.","C2"
"J’eusse dû te le confier en amont de notre conversation avec les investisseurs.","C2"
"Il marque en outre l’instant où la dichotomie entre le moi et le monde se résorbe.","C2"
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l’être autre 
comme subjectif et remettant donc en cause son aspect véridique et absolu.","C2"
"Bienheureux le quidam que voilà débarrassé de cette peur originelle d’échouer et de faire faux.","C2"
"Mais la racine du mal est bel est bien cette façon de penser tendant vers un manichéisme néfaste, néfaste car le 
respect des opinions divergentes et le débat s’estompent au profit de l’extrémisme et l’uniformisme de la pensée.","C2"
"Vous vous retrouverez alors vite attaqués de toutes parts par des personnes ne s’étant pas renseignées sur le 
sujet mais jouant les parfait petits soldats de la grande Doxa de ce siècle.","C2"
"Car sans incertitude nous serions cantonnés à une vie morne, dont la fresque ne serait teinte que de 
dégradés de gris, en absence complète de couleurs.","C2"
"De plus, nous assistons aussi à la perte d’une caractéristique ô combien essentielle et salvatrice pour 
notre espèce : la faculté d’empathie.","C2"
"Il souhaite que nous voyions les ambassadeurs, que nous nous entendions avec eux, mais il ne veut pas que nous
leur avouions nos intentions.","C2"
"Le jardin commença à fleurir après qu’il se fut mis à faire chaud.","C2"
"Lorsqu’elle eut revu son premier amoureux, son coeur battit follement.","C2"
"Après qu’il eut révélé son terrible secret, il se sentit soulagé.","C2"
"Aussitôt que Julie eut découvert la vérité, elle fut furieuse.","C2"
"Après qu’il eut lu sa correspondance, il sortit faire une promenade.","C2"
"Dès qu’elle fut rentrée, elle éclata en sanglots.","C2"
"Sa vie devint un enfer quand elle eut compris que son mari la trompait.","C2"
"Après qu’il eut perdu ses enfants dans l’incendie, il sombra dans la folie.","C2"
"Lorsque vous vous fûtes senties mieux, nous recommençâmes à nous voir.","C2"
"Dès que vous eûtes ouvert la porte, le chat entra avec empressement.","C2"
"La vie lui sourit quand elle eut fini par l’apprécier.","C2"
"Parce qu’ils se furent dépêchés, ils arrivèrent à temps pour le bal.","C2"
"Quand elle fut arrivée au cimetière, elle s’agenouilla pour prier.","C2"
"Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés.","C2"
"Ils rentrèrent se reposer après qu’ils eurent fait le tour du lac en chaloupe.","C2"
"Quand tu eus appelé à l’aide, ils vinrent nous porter secours.","C2"
"Après que vous vous fûtes enrichies, vous vous souvinrent de vos débuts difficiles.","C2"
"Tu mangeas les petits fruits dès que tu les eus cueillis.","C2"
"Quand je me fus assis, je remarquai l’omniprésence des papillons.","C2"
"Vous sortîtes précipitamment après que vous eûtes mis votre chapeau.","C2"
